node_1|node_1_type|node_2|node_2_type|edge|chunk_id
lower family income|condition|adhd|concept|is linked to a higher risk of developing ADHD|12445e8bde964e0d9223581f96e165da
children who grow up in difficult family situations|object|adhd|concept|are more likely to develop ADHD|12445e8bde964e0d9223581f96e165da
adhd|condition|mental disorders|condition|are more likely to develop|3e74bd979ebf4d74b8ddfa16b9235714
adhd|condition|criminal records|condition|are more likely to develop|3e74bd979ebf4d74b8ddfa16b9235714
foster care|location|adhd|condition|can include being placed in|3e74bd979ebf4d74b8ddfa16b9235714
low social class conditions|condition|adhd|condition|can include living in|3e74bd979ebf4d74b8ddfa16b9235714
severe marital discord|condition|adhd|condition|can include experiencing in the family|3e74bd979ebf4d74b8ddfa16b9235714
parents having low educational levels|documents|adhd|condition|increase the risk of|3e74bd979ebf4d74b8ddfa16b9235714
unemployment|condition|adhd|condition|increase the risk of|3e74bd979ebf4d74b8ddfa16b9235714
poverty|condition|adhd|condition|increase the risk of|3e74bd979ebf4d74b8ddfa16b9235714
difficult life circumstances|condition|adhd|condition|can increase the risk of developing|3e74bd979ebf4d74b8ddfa16b9235714
stressed events during childhood|event|adhd|condition|can increase the risk of developing|3e74bd979ebf4d74b8ddfa16b9235714
infections|documents|adhd|condition|can increase the risk of developing|3e74bd979ebf4d74b8ddfa16b9235714
trauma|event|adhd|condition|can increase the risk of developing|3e74bd979ebf4d74b8ddfa16b9235714
family problems|documents|adhd|condition|can increase the risk of developing|3e74bd979ebf4d74b8ddfa16b9235714
iq tests|documents|people with adhd|person|show that people with often perform differently on tasks that measure mental processes|3e74bd979ebf4d74b8ddfa16b9235714
academic skills|documents|people with adhd|person|show that people with often perform differently on tasks that measure mental processes|3e74bd979ebf4d74b8ddfa16b9235714
reading, spelling and arithmetic|documents|people with adhd|person|show that people with often perform differently on tasks that measure mental processes|3e74bd979ebf4d74b8ddfa16b9235714
abstract problem solving|concept|people with adhd|person|show that people with often perform differently on tasks that measure mental processes|3e74bd979ebf4d74b8ddfa16b9235714
working memory|concept|people with adhd|person|show that people with often perform differently on tasks that measure mental processes|3e74bd979ebf4d74b8ddfa16b9235714
focused attention|concept|people with adhd|person|show that people with often perform differently on tasks that measure mental processes|3e74bd979ebf4d74b8ddfa16b9235714
sustained attention|concept|people with adhd|person|show that people with often perform differently on tasks that measure mental processes|3e74bd979ebf4d74b8ddfa16b9235714
verbal memory|concept|people with adhd|person|show that people with often perform differently on tasks that measure mental processes|3e74bd979ebf4d74b8ddfa16b9235714
cognitive errors|condition|adhd|person/ condition|People with ADHD are more likely to make cognitive errors|8690c73b7831497f8d5da5d77491cdc7
immediate rewards|concept|larger delayed ones|concept|People with ADHD prefer immediate rewards over larger delayed ones|8690c73b7831497f8d5da5d77491cdc7
impulsive decision-making|condition|adhd|person/ condition|People with ADHD show more impulsive decision-making|8690c73b7831497f8d5da5d77491cdc7
brain imaging studies|service|small differences in brain structure and function|condition|Brain imaging studies have found small differences in brain structure and function between people with and without ADHD|8690c73b7831497f8d5da5d77491cdc7
certain areas|location|smaller brain volumes|condition|These differences include slightly smaller brain volumes in certain areas|8690c73b7831497f8d5da5d77491cdc7
adhd|condition|inhibitory control|concept|People with ADHD have less activation in brain regions involved in inhibitory control.|c9789d7babd8471283ce2376c26622dc
adhd|condition|basal ganglia|brain region|Functional MRI studies show that people with ADHD have less activation in brain regions involved in inhibitory control, like the right inferior frontal cortex and basal ganglia.|c9789d7babd8471283ce2376c26622dc
adhd|condition|iq scores|concept|Individuals with ADHD typically have slightly lower IQ scores compared to those without ADHD, affecting their academic performance.|c9789d7babd8471283ce2376c26622dc
adhd|condition|academic performance|concept|Individuals with ADHD typically have slightly lower IQ scores compared to those without ADHD, affecting their academic performance.|c9789d7babd8471283ce2376c26622dc
adhd|condition|reading|concept|Studies indicate that they perform worse in reading, spelling, and arithmetic.|c9789d7babd8471283ce2376c26622dc
adhd|condition|spelling|concept|Studies indicate that they perform worse in reading, spelling, and arithmetic.|c9789d7babd8471283ce2376c26622dc
adhd|condition|arithmetic|concept|Studies indicate that they perform worse in reading, spelling, and arithmetic.|c9789d7babd8471283ce2376c26622dc
abstract problem solving|concept|working memory|concept|People with ADHD struggle with abstract problem solving and working memory, which means they have difficulty handling tasks that require holding and manipulating information in their mind.|c9789d7babd8471283ce2376c26622dc
adhd|condition|research|concept|Research has shown that people with ADHD often face challenges in various mental processes, impacting their daily functioning.|c9789d7babd8471283ce2376c26622dc
adhd|condition|daily functioning|concept|Research has shown that people with ADHD often face challenges in various mental processes, impacting their daily functioning.|c9789d7babd8471283ce2376c26622dc
basal ganglia|brain region|inhibitory control|concept|Functional MRI studies show that people with ADHD have less activation in brain regions involved in inhibitory control, like the right inferior frontal cortex and basal ganglia.|c9789d7babd8471283ce2376c26622dc
basal ganglia|brain region|right inferior frontal cortex|brain region|Functional MRI studies show that people with ADHD have less activation in brain regions involved in inhibitory control, like the right inferior frontal cortex and basal ganglia.|c9789d7babd8471283ce2376c26622dc
hippocampus|brain region|adhd|condition|such as the frontal, cingulate, and temporal regions, as well as the basal ganglia, amygdala, and hippocampus.|c9789d7babd8471283ce2376c26622dc
amygdala|brain region|adhd|condition|such as the frontal, cingulate, and temporal regions, as well as the basal ganglia, amygdala, and hippocampus.|c9789d7babd8471283ce2376c26622dc
temporal regions|brain region|adhd|condition|such as the frontal, cingulate, and temporal regions, as well as the basal ganglia, amygdala, and hippocampus.|c9789d7babd8471283ce2376c26622dc
frontal regions|brain region|adhd|condition|such as the frontal, cingulate, and temporal regions, as well as the basal ganglia, amygdala, and hippocampus.|c9789d7babd8471283ce2376c26622dc
cingulate regions|brain region|adhd|condition|such as the frontal, cingulate, and temporal regions, as well as the basal ganglia, amygdala, and hippocampus.|c9789d7babd8471283ce2376c26622dc
adhd|condition|difficulty handling tasks|concept|Individuals with ADHD have difficulty handling tasks that require holding and manipulating information in their mind.|07f7e1a46cbd43a682309f40b30ea913
adhd|condition|trouble focusing attention|concept|Individuals with ADHD have trouble focusing their attention on a specific task (focused attention) and keeping their attention sustained over time (sustained attention).|07f7e1a46cbd43a682309f40b30ea913
adhd|condition|impairment in verbal memory|concept|Their ability to remember verbal information (verbal memory) is often impaired.|07f7e1a46cbd43a682309f40b30ea913
adhd|condition|rule violations|concept|Individuals with ADHD are more prone to making cognitive errors known as 'rule violations,' where they fail to follow established rules or guidelines.|07f7e1a46cbd43a682309f40b30ea913
adhd|condition|impulsive decision-making|concept|A notable characteristic of ADHD is the tendency to prefer smaller immediate rewards over larger delayed ones, which reflects a difficulty in delaying gratification.|07f7e1a46cbd43a682309f40b30ea913
adhd|condition|risky decisions|concept|Individuals with ADHD are also more likely to make risky decisions, which can lead to negative consequences.|07f7e1a46cbd43a682309f40b30ea913
adhd|condition|cognitive domains|concept|A comprehensive analysis that included 34 meta-analyses found that people with ADHD have moderate impairments in several cognitive domains.|07f7e1a46cbd43a682309f40b30ea913
adhd|condition|working memory|concept|These include working memory, reaction time variability, response inhibition (the ability to suppress inappropriate actions), planning, and organization.|07f7e1a46cbd43a682309f40b30ea913
adhd in children|condition|working memory impairments|concept|Specific studies have shown that children with ADHD have moderate impairments in working memory.|07f7e1a46cbd43a682309f40b30ea913
adhd|condition|working memory|concept|Children with ADHD have moderate impairments in working memory|5029bedbbdd0410486fd4eba643a5af1
age|date|working memory|concept|Impairments in working memory tend to improve as children get older|5029bedbbdd0410486fd4eba643a5af1
adhd|condition|boys and girls|concept|There are no significant differences in ADHD symptoms between boys and girls|5029bedbbdd0410486fd4eba643a5af1
cognitive training|service|working memory|concept|Cognitive training programs have been found to moderately improve working memory in preschoolers|5029bedbbdd0410486fd4eba643a5af1
adhd|condition|inhibitory control|concept|Cognitive training programs have been found to moderately improve inhibitory control in preschoolers|5029bedbbdd0410486fd4eba643a5af1
adhd|condition|problem-solving|concept|ADHD affects various aspects of cognitive function, including problem-solving|5029bedbbdd0410486fd4eba643a5af1
adhd|condition|memory|concept|ADHD affects various aspects of cognitive function, including memory|5029bedbbdd0410486fd4eba643a5af1
adhd|condition|attention|concept|ADHD affects various aspects of cognitive function, including attention|5029bedbbdd0410486fd4eba643a5af1
adhd|condition|decision-making|concept|ADHD affects various aspects of cognitive function, including decision-making|5029bedbbdd0410486fd4eba643a5af1
