source,target,edge,edge_type,value,color
substance abuse,pregnancies,exists is same context,contextual proximity,8,#808080
substance abuse,selective serotonin reuptake inhibitor (ssri),exists is same context,contextual proximity,4,#808080
substance abuse,stimulant,exists is same context,contextual proximity,4,#808080
substance abuse,stimulants,"has history of,exists is same context",relation,10,#22dd22
substance abuse,accidental injuries,exists is same context,contextual proximity,2,#808080
substance abuse,adhd,exists is same context,contextual proximity,57,#808080
substance abuse,adhd medication,exists is same context,contextual proximity,4,#808080
substance abuse,anxiety disorder,exists is same context,contextual proximity,3,#808080
substance abuse,autism,exists is same context,contextual proximity,2,#808080
substance abuse,bipolar disorder,exists is same context,contextual proximity,2,#808080
substance abuse,depression,exists is same context,contextual proximity,3,#808080
substance abuse,diagnoses,exists is same context,contextual proximity,3,#808080
substance abuse,anorexia,exists is same context,contextual proximity,2,#808080
substance abuse,mood disorder,exists is same context,contextual proximity,2,#808080
substance abuse,obesity,exists is same context,contextual proximity,2,#808080
substance abuse,stimulant,exists is same context,contextual proximity,2,#808080
substance abuse,studies regarding nmu of mph or amp,exists is same context,contextual proximity,2,#808080
substance abuse,drug treatment initiation,exists is same context,contextual proximity,2,#808080
active substance use disorder (sud),alcohol use disorder: treatment overview,exists is same context,contextual proximity,2,#808080
active substance use disorder (sud),misuse,individuals with SUDs are believed to be at higher risk of misuse,relation,4,#22dd22
active substance use disorder (sud),stimulants for adhd,exists is same context,contextual proximity,2,#808080
substance use evaluated at least annually,patients medicated for adhd,exists is same context,contextual proximity,2,#808080
substance use evaluated at least annually,adhd patients,exists is same context,contextual proximity,6,#808080
substance use evaluated at least annually,% of patients medicated for adhd ,exists is same context,contextual proximity,2,#808080
substance use evaluated at least annually,% of patients medicated for adhd ,exists is same context,contextual proximity,2,#808080
substance abuse,nmu of stimulants,exists is same context,contextual proximity,3,#808080
substance abuse,stimulants,exists is same context,contextual proximity,2,#808080
substance abuse,adhd symptoms,exists is same context,contextual proximity,6,#808080
substance abuse,alcohol,exists is same context,contextual proximity,2,#808080
substance abuse,cocaine,exists is same context,contextual proximity,2,#808080
substance abuse,anorexia,exists is same context,contextual proximity,4,#808080
substance abuse,hallucinogens,exists is same context,contextual proximity,2,#808080
substance abuse,heroin,exists is same context,contextual proximity,2,#808080
substance abuse,inhalants,exists is same context,contextual proximity,2,#808080
substance abuse,marijuana,exists is same context,contextual proximity,2,#808080
substance abuse,nmu (non-medical use),exists is same context,contextual proximity,22,#808080
substance abuse,pain relievers,exists is same context,contextual proximity,2,#808080
substance abuse,tranquilizers/sedatives,exists is same context,contextual proximity,2,#808080
substance abuse,stimulant medication,exists is same context,contextual proximity,2,#808080
substantial impairments,$77.5 to $115.9 billion,exists is same context,contextual proximity,2,#808080
substantial impairments,4.4% of adults,exists is same context,contextual proximity,2,#808080
substantial impairments,adolescents and young adults with adhd,exists is same context,contextual proximity,4,#808080
substantial impairments,adult adhd quality measures initiative (aaqmi),exists is same context,contextual proximity,2,#808080
substantial impairments,delivery of quality health care to adults with adhd,exists is same context,contextual proximity,2,#808080
substantial impairments,limited access to treatment by skilled providers,exists is same context,contextual proximity,2,#808080
substantial impairments,premature death,exists is same context,contextual proximity,2,#808080
substantial impairments,traffic accidents,"including,exists is same context",relation,8,#22dd22
subtle structural brain differences,adhd,exists is same context,contextual proximity,10,#808080
such as,clinician,exists is same context,contextual proximity,2,#808080
such as,diagnoses,exists is same context,contextual proximity,2,#808080
such as,teacher ratings,exists is same context,contextual proximity,2,#808080
sucksdorff et al.,adhd,"Sucksdorff et al. reported results from the Finnish national registers when comparing people with ADHD with controls,exists is same context",relation,13,#22dd22
sud,adhd,"is related to as another condition,exists is same context",relation,8,#22dd22
sud,adolescence,exists is same context,contextual proximity,2,#808080
sudden cardiac death,behavioral and mental health assessment,exists is same context,contextual proximity,3,#808080
sudden cardiac death,cardiac events,exists is same context,contextual proximity,3,#808080
sudden cardiac death,cardiovascular monitoring,exists is same context,contextual proximity,2,#808080
sudden cardiac death,dexmethylphenidate,exists is same context,contextual proximity,4,#808080
sudden cardiac death,monitoring and management,exists is same context,contextual proximity,3,#808080
sudden cardiac death,mental conditions,exists is same context,contextual proximity,5,#808080
sudden cardiac death,regular check-ups,exists is same context,contextual proximity,2,#808080
sudden cardiac death,attempted suicide,exists is same context,contextual proximity,2,#808080
sudden cardiac death,underlying heart conditions,Individuals with underlying heart conditions are at risk of sudden cardiac death.,relation,4,#22dd22
sudden death or ventricular arrhythmia,cardiovascular disease diagnosis,exists is same context,contextual proximity,3,#808080
sudden death or ventricular arrhythmia,adhd medication,exists is same context,contextual proximity,2,#808080
suds,priapism,exists is same context,contextual proximity,2,#808080
suds,stimulants,exists is same context,contextual proximity,2,#808080
sugar consumption,adhd,exists is same context,contextual proximity,5,#808080
suggestions for reduction,stimulant medication,The review offers suggestions for reducing the nonmedical use and diversion of stimulant medications that can be implemented in clinical practice,relation,4,#22dd22
attempted suicide,alpha agonists (clonidine and guanfacine),exists is same context,contextual proximity,3,#808080
