source,target,edge,edge_type,value,color
self-esteem,increased sexual activity,exists is same context,contextual proximity,3,#808080
self-esteem,medication,exists is same context,contextual proximity,8,#808080
self-esteem,mental flexibility,exists is same context,contextual proximity,3,#808080
self-esteem,qol,exists is same context,contextual proximity,2,#808080
self-esteem,qol measures,exists is same context,contextual proximity,3,#808080
self-esteem,relationship quality,exists is same context,contextual proximity,4,#808080
self-esteem,risk for sexually transmitted diseases,exists is same context,contextual proximity,3,#808080
self-esteem,sexual desire,exists is same context,contextual proximity,3,#808080
self-esteem,sexual risk-taking,exists is same context,contextual proximity,3,#808080
self-esteem,sexual satisfaction,exists is same context,contextual proximity,3,#808080
self-esteem,stimulants,exists is same context,contextual proximity,2,#808080
self-esteem,stress levels,exists is same context,contextual proximity,3,#808080
self-help group,adhd,exists is same context,contextual proximity,6,#808080
self-help group,symptoms,"Some people find it helpful to talk to a counselor or go to a self-help group to learn ways to manage symptoms,exists is same context",relation,8,#22dd22
self-help group,treatment,exists is same context,contextual proximity,2,#808080
self-help groups,adhd,exists is same context,contextual proximity,7,#808080
self-help groups,counseling,exists is same context,contextual proximity,2,#808080
self-monitoring,emotion regulation,"regulatory process of,exists is same context",relation,6,#22dd22
self-monitoring,executive function,exists is same context,contextual proximity,2,#808080
self-monitoring skills,adhd,exists is same context,contextual proximity,4,#808080
self-monitoring skills,adults,exists is same context,contextual proximity,4,#808080
self-monitoring skills,ei,exists is same context,contextual proximity,8,#808080
self-monitoring skills,ei or desr,"Our model views self-monitoring as a skillset that can be applied to either EI or DESR,exists is same context",relation,8,#22dd22
self-monitoring skills,emergent affective arousal,"ADHD often involves deﬁcits in self-monitoring skills, resulting in low awareness of, among other things, emergent affective arousal,exists is same context",relation,8,#22dd22
self-monitoring skills,emotion generation,exists is same context,contextual proximity,4,#808080
self-monitoring skills,emotion regulation,exists is same context,contextual proximity,8,#808080
self-monitoring skills,negative affect,exists is same context,contextual proximity,4,#808080
self-monitoring skills,performance errors,"ADHD often involves deﬁcits in self-monitoring skills, resulting in low awareness of, among other things, performance errors,exists is same context",relation,8,#22dd22
self-monitoring skills,person,exists is same context,contextual proximity,4,#808080
self-monitoring skills,reappraisal,exists is same context,contextual proximity,4,#808080
self-monitoring skills,valuation,exists is same context,contextual proximity,8,#808080
self-monitoring skills,young children,exists is same context,contextual proximity,4,#808080
self-perceptions of competence,adhd,exists is same context,contextual proximity,2,#808080
self-perceptions of competence,scaffolding,exists is same context,contextual proximity,3,#808080
self-referential thoughts and mind-wandering,adhd,exists is same context,contextual proximity,6,#808080
self-referential thoughts and mind-wandering,attention and cognitive control networks,exists is same context,contextual proximity,4,#808080
self-referential thoughts and mind-wandering,attentional lapses,exists is same context,contextual proximity,6,#808080
self-referential thoughts and mind-wandering,cortical thickness,exists is same context,contextual proximity,2,#808080
self-referential thoughts and mind-wandering,default mode network (dmn),exists is same context,contextual proximity,2,#808080
self-referential thoughts and mind-wandering,dmn interference hypothesis,exists is same context,contextual proximity,12,#808080
self-referential thoughts and mind-wandering,dorsal and ventral attention and somatoform networks,exists is same context,contextual proximity,2,#808080
self-referential thoughts and mind-wandering,dorsolateral prefrontal cortex (dlpfc),exists is same context,contextual proximity,2,#808080
self-referential thoughts and mind-wandering,dysfunctional intrinsic connectivity,exists is same context,contextual proximity,6,#808080
self-referential thoughts and mind-wandering,inferior frontal cortex (ifc),exists is same context,contextual proximity,2,#808080
self-referential thoughts and mind-wandering,insula,exists is same context,contextual proximity,2,#808080
self-referential thoughts and mind-wandering,maturational delay,exists is same context,contextual proximity,2,#808080
self-referral,adhd,exists is same context,contextual proximity,3,#808080
self-referral,adults,exists is same context,contextual proximity,2,#808080
self-referral,male-to-female sex ratio of adhd,exists is same context,contextual proximity,2,#808080
self-referral,men,women are more likely to seek professional help for mental health problems than men,relation,4,#22dd22
self-referral,population surveys,exists is same context,contextual proximity,2,#808080
self-referral,sex ratio of adhd,exists is same context,contextual proximity,5,#808080
self-regulation,adhd,exists is same context,contextual proximity,10,#808080
self-regulation,emotion regulation,exists is same context,contextual proximity,2,#808080
self-regulation,identity exploration,challenge,relation,4,#22dd22
self-regulation in adhd,attention-deficit/hyperactivity disorder (adhd),exists is same context,contextual proximity,2,#808080
self-regulation in adhd,emotional dysregulation,exists is same context,contextual proximity,2,#808080
self-regulation skills,adhd child,exists is same context,contextual proximity,8,#808080
self-regulation skills,age-typical mates,exists is same context,contextual proximity,2,#808080
self-regulation skills,behavioral expression,exists is same context,contextual proximity,6,#808080
self-regulation skills,behavioral indicators of negative emotions,exists is same context,contextual proximity,3,#808080
self-regulation skills,biological networks regulating emotions,exists is same context,contextual proximity,4,#808080
self-regulation skills,cognitive-behavioral skills needed to cope with emotions,exists is same context,contextual proximity,4,#808080
self-regulation skills,desr (delayed emotional return),exists is same context,contextual proximity,8,#808080
self-regulation skills,ei (emotional inability),exists is same context,contextual proximity,10,#808080
self-regulation skills,emotion generation,exists is same context,contextual proximity,10,#808080
self-regulation skills,emotional impulsivity,exists is same context,contextual proximity,6,#808080
self-regulation skills,emotional self-regulation,exists is same context,contextual proximity,6,#808080
self-regulation skills,emotionally evocative situations,exists is same context,contextual proximity,2,#808080
self-regulation skills,giggling,exists is same context,contextual proximity,2,#808080
self-regulation skills,observed behavior,exists is same context,contextual proximity,2,#808080
self-regulation skills,rapid onset,exists is same context,contextual proximity,2,#808080
